"";"Land";"Elev-ID";"Skole-ID";"Trinn";"Kjønn";"Forventet utdanning";"Likestilling";"Sosioøkonomisk status"
"7880";"Norge";"51710225";"5171";9;"Jente";"Høyere utdanning";65,704;0,45059
"7881";"Norge";"51710226";"5171";9;"Gutt";"Ungdomsskole";57,13913;-0,81274
"7882";"Norge";"51710227";"5171";9;"Jente";"Kort utdanning";65,704;0,13828
"7883";"Norge";"51710401";"5171";9;"Gutt";"Høyere utdanning";65,704;-1,48827
"7884";"Norge";"51710402";"5171";9;"Jente";"VGS";44,59585;0,08229
"7885";"Norge";"51710403";"5171";9;"Gutt";"Høyere utdanning";40,85939;1,14969
"7886";"Norge";"51710404";"5171";9;"Jente";"Høyere utdanning";65,704;0,30622
"7887";"Norge";"51710405";"5171";9;"Jente";"Kort utdanning";65,704;-0,24917
"7888";"Norge";"51710406";"5171";9;"Jente";"VGS";37,63793;-1,25487
"7889";"Norge";"51710408";"5171";9;"Jente";"Høyere utdanning";52,66245;0,16627
"7890";"Norge";"51710409";"5171";9;"Gutt";"Høyere utdanning";46,81653;-0,09178
"7891";"Norge";"51710410";"5171";9;"Gutt";"Høyere utdanning";42,6371;-1,42787
"7892";"Norge";"51710413";"5171";9;"Gutt";"Høyere utdanning";65,704;1,03773
"7893";"Norge";"51710414";"5171";9;"Gutt";"Høyere utdanning";37,63793;0,53015
"7894";"Norge";"51710415";"5171";9;"Gutt";"Høyere utdanning";65,704;1,68152
"7895";"Norge";"51710416";"5171";9;"Gutt";"Ungdomsskole";37,63793;-0,029
"7896";"Norge";"51710418";"5171";9;"Gutt";"Høyere utdanning";52,66245;0,08229
"7897";"Norge";"51710419";"5171";9;"Jente";"Høyere utdanning";65,704;1,14969
"7898";"Norge";"51710420";"5171";9;"Jente";"VGS";49,42491;0,05055
"7899";"Norge";"51710422";"5171";9;"Jente";"Høyere utdanning";65,704;0,47417
"7900";"Norge";"51710423";"5171";9;"Gutt";"Høyere utdanning";42,6371;0,22225
"7901";"Norge";"51710424";"5171";9;"Gutt";"Høyere utdanning";33,11239;-0,2765
"7902";"Norge";"51750101";"5175";9;"Gutt";"Ungdomsskole";42,6371;-0,48126
"7903";"Norge";"51750102";"5175";9;"Gutt";"Høyere utdanning";44,59585;0,70184
"7904";"Norge";"51750103";"5175";9;"Jente";"Høyere utdanning";65,704;1,03773
"7905";"Norge";"51750104";"5175";9;"Gutt";"Høyere utdanning";46,81653;0,72983
"7906";"Norge";"51750105";"5175";9;"Gutt";"Høyere utdanning";31,55703;0,72233
"7907";"Norge";"51750106";"5175";9;"Gutt";"Høyere utdanning";49,42491;1,56956
"7908";"Norge";"51750107";"5175";9;"Gutt";"Høyere utdanning";42,6371;0,44617
"7909";"Norge";"51750108";"5175";9;"Jente";"Høyere utdanning";65,704;1,1217
"7910";"Norge";"51750109";"5175";9;"Jente";"Høyere utdanning";65,704;1,06572
"7911";"Norge";"51750110";"5175";9;"Gutt";"Ungdomsskole";65,704;0,8418
"7912";"Norge";"51750111";"5175";9;"Jente";"Høyere utdanning";65,704;1,17769
"7913";"Norge";"51750112";"5175";9;"Jente";"Høyere utdanning";42,6371;0,6701
"7914";"Norge";"51750113";"5175";9;"Gutt";"Høyere utdanning";15,93837;0,36595
"7915";"Norge";"51750114";"5175";9;"Gutt";"Høyere utdanning";40,85939;0,98175
"7916";"Norge";"51750115";"5175";9;"Jente";"Ungdomsskole";65,704;0,72983
"7917";"Norge";"51750116";"5175";9;"Gutt";"Høyere utdanning";46,81653;-0,17336
"7918";"Norge";"51750118";"5175";9;"Jente";"Høyere utdanning";65,704;0,58613
"7919";"Norge";"51750119";"5175";9;"Gutt";"Ungdomsskole";46,81653;0,89778
"7920";"Norge";"51750120";"5175";9;"Jente";"Høyere utdanning";57,13913;0,45059
"7921";"Norge";"51750122";"5175";9;"Jente";"Kort utdanning";49,42491;0,05171
"7922";"Norge";"51750123";"5175";9;"Jente";"Ungdomsskole";65,704;0,89778
"7923";"Norge";"51750124";"5175";9;"Jente";"Ungdomsskole";65,704;-0,19319
"7924";"Norge";"51750401";"5175";9;"Jente";"Høyere utdanning";65,704;0,67385
"7925";"Norge";"51750402";"5175";9;"Gutt";"Høyere utdanning";65,704;0,8418
"7926";"Norge";"51750403";"5175";9;"Gutt";"Kort utdanning";65,704;1,28965
"7927";"Norge";"51750405";"5175";9;"Jente";"Ungdomsskole";65,704;1,68152
"7928";"Norge";"51750406";"5175";9;"Gutt";"Høyere utdanning";65,704;1,26166
"7929";"Norge";"51750407";"5175";9;"Gutt";"Høyere utdanning";44,09532;1,26166
"7930";"Norge";"51750408";"5175";9;"Jente";"Høyere utdanning";65,704;0,50591
"7931";"Norge";"51750409";"5175";9;"Gutt";"Høyere utdanning";29,89724;0,8838
"7932";"Norge";"51750410";"5175";9;"Annet";"Kort utdanning";52,66245;-0,00542
"7933";"Norge";"51750411";"5175";9;"Jente";"Høyere utdanning";65,704;1,14969
"7934";"Norge";"51750412";"5175";9;"Gutt";"Høyere utdanning";65,704;1,14969
"7935";"Norge";"51750413";"5175";9;"Gutt";"Høyere utdanning";65,704;0,41818
"7936";"Norge";"51750414";"5175";9;"Gutt";"Høyere utdanning";65,704;0,33046
"7937";"Norge";"51750415";"5175";9;"Jente";"Høyere utdanning";65,704;1,34563
"7938";"Norge";"51750416";"5175";9;"Jente";"Høyere utdanning";65,704;1,09371
"7939";"Norge";"51750417";"5175";9;"Gutt";"Ungdomsskole";42,6371;1,06572
"7940";"Norge";"51750418";"5175";9;"Gutt";"Høyere utdanning";65,704;1,68152
"7941";"Norge";"51750419";"5175";9;"Gutt";"Ungdomsskole";57,13913;0,8418
"7942";"Norge";"51750420";"5175";9;"Gutt";"Kort utdanning";52,66245;-0,6168
"7943";"Norge";"51750421";"5175";9;"Jente";"Høyere utdanning";65,704;0,8418
"7944";"Norge";"51750422";"5175";9;"Gutt";"Høyere utdanning";44,59585;1,34563
"7945";"Norge";"51760102";"5176";9;"Jente";"Høyere utdanning";65,12546;-0,08564
"7946";"Norge";"51760103";"5176";9;"Gutt";"Høyere utdanning";39,20663;0,36595
"7947";"Norge";"51760104";"5176";9;"Jente";"Ungdomsskole";65,704;0,0468
"7948";"Norge";"51760105";"5176";9;"Jente";"VGS";65,704;0,0543
"7949";"Norge";"51760106";"5176";9;"Jente";"Høyere utdanning";65,704;0,8418
"7950";"Norge";"51760107";"5176";9;"Jente";"Kort utdanning";65,704;0,17002
"7951";"Norge";"51760108";"5176";9;"Gutt";"Høyere utdanning";44,59585;-0,05765
"7952";"Norge";"51760109";"5176";9;"Gutt";"VGS";65,704;0,13407
"7953";"Norge";"51760111";"5176";9;"Gutt";"VGS";52,66245;-2,27068
"7954";"Norge";"51760112";"5176";9;"Gutt";"VGS";65,704;-0,75676
"7955";"Norge";"51760114";"5176";9;"Jente";"Høyere utdanning";65,704;-0,33248
"7956";"Norge";"51760115";"5176";9;"Gutt";"Kort utdanning";46,81653;-1,12439
"7957";"Norge";"51760116";"5176";9;"Jente";"VGS";49,42491;1,14594
"7958";"Norge";"51760117";"5176";9;"Gutt";"Ungdomsskole";41,19522;-1,31525
"7959";"Norge";"51760119";"5176";9;"Gutt";"Høyere utdanning";52,66245;-0,72877
"7960";"Norge";"51760120";"5176";9;"Gutt";"Høyere utdanning";37,45846;-2,6943
"7961";"Norge";"51760121";"5176";9;"Jente";"VGS";65,704;0,03139
"7962";"Norge";"51760301";"5176";9;"Gutt";"Høyere utdanning";65,704;-0,90487
"7963";"Norge";"51760302";"5176";9;"Gutt";"Høyere utdanning";57,13913;0,8418
"7964";"Norge";"51760303";"5176";9;"Jente";"Høyere utdanning";65,704;0,11095
"7965";"Norge";"51760304";"5176";9;"Jente";"Høyere utdanning";46,81653;-0,33689
"7966";"Norge";"51760305";"5176";9;"Gutt";"VGS";65,704;0,75782
"7967";"Norge";"51760307";"5176";9;"Gutt";"Høyere utdanning";44,59585;-0,34131
"7968";"Norge";"51760308";"5176";9;"Jente";"Høyere utdanning";65,704;0,72983
"7969";"Norge";"51760309";"5176";9;"Gutt";"VGS";34,6202;0,50591
"7970";"Norge";"51760311";"5176";9;"Gutt";"Kort utdanning";65,704;0,11095
"7971";"Norge";"51760312";"5176";9;"Gutt";"Høyere utdanning";40,85939;0,33421
"7972";"Norge";"51760313";"5176";9;"Jente";"Høyere utdanning";57,13913;0,70184
"7973";"Norge";"51760314";"5176";9;"Gutt";"Kort utdanning";40,85939;0,95376
"7974";"Norge";"51760315";"5176";9;"Gutt";"Høyere utdanning";44,59585;-0,7281
"7975";"Norge";"51760316";"5176";9;"Gutt";"Høyere utdanning";46,81653;1,00974
"7976";"Norge";"51760318";"5176";9;"Jente";"Kort utdanning";65,704;-0,05324
"7977";"Norge";"51760319";"5176";9;"Jente";"Kort utdanning";65,704;-0,5055
"7978";"Norge";"51760320";"5176";9;"Jente";"Høyere utdanning";65,704;0,95376
"7979";"Norge";"51760321";"5176";9;"Jente";"Høyere utdanning";65,704;-0,24851
"7980";"Norge";"51780103";"5178";9;"Jente";"Høyere utdanning";65,704;0,78648
"7981";"Norge";"51780104";"5178";9;"Annet";"Kort utdanning";37,63793;-0,16454
"7982";"Norge";"51780105";"5178";9;"Gutt";"Ungdomsskole";65,704;-0,70144
"7983";"Norge";"51780107";"5178";9;"Gutt";"Kort utdanning";65,704;-0,029
"7984";"Norge";"51780108";"5178";9;"Jente";"Høyere utdanning";65,704;1,06572
"7985";"Norge";"51780110";"5178";9;"Gutt";"Ungdomsskole";57,13913;-0,98002
"7986";"Norge";"51780111";"5178";9;"Gutt";"VGS";57,13913;0,17068
"7987";"Norge";"51780113";"5178";9;"Jente";"Kort utdanning";65,704;-0,47751
"7988";"Norge";"51780114";"5178";9;"Jente";"Kort utdanning";65,704;0,44993
"7989";"Norge";"51780115";"5178";9;"Jente";"VGS";49,42491;0,33796
"7990";"Norge";"51780117";"5178";9;"Gutt";"Høyere utdanning";42,6371;0,72983
"7991";"Norge";"51780119";"5178";9;"Jente";"Kort utdanning";65,704;-1,04041
"7992";"Norge";"51780302";"5178";9;"Jente";"Høyere utdanning";65,704;-2,29934
"7993";"Norge";"51780303";"5178";9;"Jente";"Høyere utdanning";52,66245;-0,0539
"7994";"Norge";"51780304";"5178";9;"Jente";"Høyere utdanning";65,704;0,50591
"7995";"Norge";"51780305";"5178";9;"Jente";"Høyere utdanning";65,704;0,53015
"7996";"Norge";"51780306";"5178";9;"Jente";"VGS";52,66245;-0,05765
"7997";"Norge";"51780308";"5178";9;"Jente";"Kort utdanning";37,63793;0,41818
"7998";"Norge";"51780309";"5178";9;"Jente";"VGS";65,704;-1,57599
"7999";"Norge";"51780310";"5178";9;"Jente";"Høyere utdanning";65,704;1,06572
"8000";"Norge";"51780311";"5178";9;"Jente";"Høyere utdanning";65,704;0,25399
"8001";"Norge";"51780313";"5178";9;"Gutt";"Kort utdanning";42,6371;-0,12318
"8002";"Norge";"51780314";"5178";9;"Annet";"VGS";34,6202;1,06572
"8003";"Norge";"51780315";"5178";9;"Gutt";"VGS";44,59585;1,03773
"8004";"Norge";"51780316";"5178";9;"Gutt";"VGS";49,42491;0,50216
"8005";"Norge";"51780317";"5178";9;"Jente";"Kort utdanning";57,13913;-2,88648
"8006";"Norge";"51780319";"5178";9;"Gutt";"Høyere utdanning";49,42491;0,75782
"8007";"Norge";"51780321";"5178";9;"Jente";"Høyere utdanning";65,704;-0,61305
"8008";"Norge";"51780322";"5178";9;"Gutt";"VGS";49,42491;-0,00167
"8009";"Norge";"51780323";"5178";9;"Jente";"Ungdomsskole";65,704;1,14969
"8010";"Norge";"51780324";"5178";9;"Jente";"VGS";49,42491;0,75782
"8011";"Norge";"51780325";"5178";9;"Jente";"Høyere utdanning";65,704;0,41818
"8012";"Norge";"51800103";"5180";9;"Gutt";"Høyere utdanning";42,6371;-0,14096
"8013";"Norge";"51800104";"5180";9;"Jente";"Høyere utdanning";57,13913;0,8418
"8014";"Norge";"51800105";"5180";9;"Gutt";"VGS";49,42491;-1,20395
"8015";"Norge";"51800106";"5180";9;"Gutt";"Ungdomsskole";49,42491;1,68152
"8016";"Norge";"51800109";"5180";9;"Jente";"Høyere utdanning";65,704;-0,20135
"8017";"Norge";"51800110";"5180";9;"Gutt";"VGS";46,81653;-0,75609
"8018";"Norge";"51800111";"5180";9;"Gutt";"Kort utdanning";39,20663;0,58613
"8019";"Norge";"51800113";"5180";9;"Gutt";"Ungdomsskole";49,58883;-1,82791
"8020";"Norge";"51800114";"5180";9;"Jente";"Høyere utdanning";65,704;1,00974
"8021";"Norge";"51800115";"5180";9;"Jente";"VGS";65,704;-0,45327
"8022";"Norge";"51800116";"5180";9;"Gutt";"Høyere utdanning";42,6371;-1,42661
"8023";"Norge";"51800117";"5180";9;"Jente";"Høyere utdanning";65,704;0,67385
"8024";"Norge";"51800201";"5180";9;"Annet";"Ungdomsskole";65,704;0,75407
"8025";"Norge";"51800202";"5180";9;"Gutt";"Høyere utdanning";37,63793;0,08229
"8026";"Norge";"51800203";"5180";9;"Jente";"Høyere utdanning";52,66245;0,95376
"8027";"Norge";"51800204";"5180";9;"Gutt";"VGS";52,66245;-1,89
"8028";"Norge";"51800205";"5180";9;"Jente";"Høyere utdanning";65,704;-0,19319
"8029";"Norge";"51800207";"5180";9;"Jente";"Høyere utdanning";65,704;0,75782
"8030";"Norge";"51800208";"5180";9;"Gutt";"VGS";49,42491;-1,74327
"8031";"Norge";"51800210";"5180";9;"Jente";"Høyere utdanning";65,704;-1,82791
"8032";"Norge";"51800211";"5180";9;"Gutt";"Ungdomsskole";37,63793;-1,14796
"8033";"Norge";"51800212";"5180";9;"Gutt";"VGS";44,59585;0,13894
"8034";"Norge";"51800213";"5180";9;"Jente";"Høyere utdanning";65,704;-0,83698
"8035";"Norge";"51800214";"5180";9;"Jente";"Ungdomsskole";49,42491;0,53015
"8036";"Norge";"51800215";"5180";9;"Gutt";"Høyere utdanning";57,13913;0,61412
"8037";"Norge";"51800216";"5180";9;"Jente";"Høyere utdanning";49,42491;-0,6168
"8038";"Norge";"51820101";"5182";9;"Gutt";"Høyere utdanning";40,85939;-0,05765
"8039";"Norge";"51820102";"5182";9;"Gutt";"Kort utdanning";37,63793;-1,88389
"8040";"Norge";"51820103";"5182";9;"Jente";"Kort utdanning";65,704;1,34357
"8041";"Norge";"51820104";"5182";9;"Jente";"Høyere utdanning";57,13913;-2,85849
"8042";"Norge";"51820106";"5182";9;"Jente";"Høyere utdanning";65,704;-0,029
"8043";"Norge";"51820107";"5182";9;"Jente";"Høyere utdanning";44,59585;-0,78475
"8044";"Norge";"51820108";"5182";9;"Gutt";"Ungdomsskole";39,20663;1,1217
"8045";"Norge";"51830301";"5183";9;"Gutt";"Høyere utdanning";37,63793;-0,55541
"8046";"Norge";"51830302";"5183";9;"Gutt";"Høyere utdanning";37,63793;0,41818
"8047";"Norge";"51830305";"5183";9;"Gutt";"Høyere utdanning";65,704;0,41818
"8048";"Norge";"51830306";"5183";9;"Jente";"Høyere utdanning";65,704;-1,29233
"8049";"Norge";"51830307";"5183";9;"Jente";"Høyere utdanning";65,704;0,32671
"8050";"Norge";"51830308";"5183";9;"Jente";"Høyere utdanning";65,704;0,8418
"8051";"Norge";"51830309";"5183";9;"Jente";"Høyere utdanning";65,704;0,13828
"8052";"Norge";"51830310";"5183";9;"Gutt";"Høyere utdanning";52,66245;1,00974
"8053";"Norge";"51830311";"5183";9;"Jente";"Høyere utdanning";39,20663;-0,05765
"8054";"Norge";"51830312";"5183";9;"Gutt";"VGS";42,6371;0,22732
"8055";"Norge";"51830313";"5183";9;"Gutt";"Høyere utdanning";46,81653;0,16627
"8056";"Norge";"51830314";"5183";9;"Jente";"Kort utdanning";65,704;0,08229
"8057";"Norge";"51830315";"5183";9;"Gutt";"Ungdomsskole";52,66245;-0,83382
"8058";"Norge";"51830316";"5183";9;"Jente";"Høyere utdanning";65,704;0,6701
"8059";"Norge";"51830317";"5183";9;"Jente";"Høyere utdanning";65,704;-0,36404
"8060";"Norge";"51830318";"5183";9;"Gutt";"Ungdomsskole";39,20663;-0,4528
"8061";"Norge";"51830319";"5183";9;"Gutt";"Kort utdanning";39,20663;0,81381
"8062";"Norge";"51830320";"5183";9;"Gutt";"Kort utdanning";42,6371;-0,61989
"8063";"Norge";"51830321";"5183";9;"Jente";"Kort utdanning";52,66245;0,25465
"8064";"Norge";"51830322";"5183";9;"Jente";"Høyere utdanning";65,704;-0,42903
"8065";"Norge";"51830604";"5183";9;"Jente";"Høyere utdanning";65,704;-0,33689
"8066";"Norge";"51830605";"5183";9;"Jente";"VGS";46,81653;-1,96786
"8067";"Norge";"51830606";"5183";9;"Jente";"Høyere utdanning";65,704;-1,34831
"8068";"Norge";"51830607";"5183";9;"Jente";"Høyere utdanning";57,13913;-2,10649
"8069";"Norge";"51830609";"5183";9;"Gutt";"Ungdomsskole";37,63793;0,7836
"8070";"Norge";"51830610";"5183";9;"Jente";"Ungdomsskole";65,704;-0,75234
"8071";"Norge";"51830611";"5183";9;"Jente";"Høyere utdanning";65,704;0,86979
"8072";"Norge";"51830612";"5183";9;"Gutt";"Kort utdanning";44,59585;1,59755
"8073";"Norge";"51830613";"5183";9;"Jente";"Høyere utdanning";65,704;-0,17711
"8074";"Norge";"51830614";"5183";9;"Jente";"Kort utdanning";65,704;0,67385
"8075";"Norge";"51830615";"5183";9;"Gutt";"Høyere utdanning";39,20663;-1,85148
"8076";"Norge";"51830616";"5183";9;"Jente";"Høyere utdanning";65,704;-0,48126
"8077";"Norge";"51830617";"5183";9;"Gutt";"Kort utdanning";44,59585;-1,17971
"8078";"Norge";"51830618";"5183";9;"Jente";"Høyere utdanning";65,704;0,8418
"8079";"Norge";"51830619";"5183";9;"Jente";"Høyere utdanning";65,704;1,14969
"8080";"Norge";"51830620";"5183";9;"Jente";"Høyere utdanning";65,704;0,95376
"8081";"Norge";"51830621";"5183";9;"Gutt";"Høyere utdanning";40,85939;-0,48126
"8082";"Norge";"51830622";"5183";9;"Gutt";"Kort utdanning";52,66245;-0,84007
"8083";"Norge";"51830623";"5183";9;"Gutt";"Høyere utdanning";37,63793;-0,08564
"8084";"Norge";"51840301";"5184";9;"Gutt";"VGS";57,13913;-0,86431
"8085";"Norge";"51840302";"5184";9;"Gutt";"Høyere utdanning";46,81653;0,47417
"8086";"Norge";"51840303";"5184";9;"Gutt";"VGS";37,63793;0,89778
"8087";"Norge";"51840305";"5184";9;"Jente";"VGS";65,704;-2,19112
"8088";"Norge";"51840306";"5184";9;"Gutt";"VGS";65,704;-1,93921
"8089";"Norge";"51840307";"5184";9;"Gutt";"Ungdomsskole";37,63793;-0,78631
"8090";"Norge";"51840308";"5184";9;"Jente";"Kort utdanning";65,704;-0,30515
"8091";"Norge";"51840309";"5184";9;"Annet";"Kort utdanning";52,66245;0,19867
"8092";"Norge";"51840312";"5184";9;"Gutt";"VGS";65,704;0,30622
"8093";"Norge";"51840313";"5184";9;"Jente";"VGS";65,704;-0,33075
"8094";"Norge";"51840315";"5184";9;"Gutt";"VGS";57,13913;1,03773
"8095";"Norge";"51840316";"5184";9;"Jente";"Høyere utdanning";65,704;1,03773
"8096";"Norge";"51840317";"5184";9;"Gutt";"VGS";52,66245;-1,85148
"8097";"Norge";"51840318";"5184";9;"Jente";"Høyere utdanning";65,704;0,36595
"8098";"Norge";"51840319";"5184";9;"Jente";"VGS";65,704;-0,90112
"8099";"Norge";"51840320";"5184";9;"Jente";"Kort utdanning";65,704;-0,25734
"8100";"Norge";"51840321";"5184";9;"Jente";"Høyere utdanning";57,13913;-1,5156
"8101";"Norge";"51840322";"5184";9;"Gutt";"Kort utdanning";42,6371;-0,47751
"8102";"Norge";"51840323";"5184";9;"Gutt";"VGS";49,42491;0,2185
"8103";"Norge";"51840324";"5184";9;"Jente";"VGS";65,704;0,226
"8104";"Norge";"51840325";"5184";9;"Jente";"VGS";57,13913;-1,42787
"8105";"Norge";"51840601";"5184";9;"Jente";"Høyere utdanning";41,72966;-1,82283
"8106";"Norge";"51840602";"5184";9;"Jente";"Høyere utdanning";65,704;-0,90487
"8107";"Norge";"51840605";"5184";9;"Jente";"Høyere utdanning";65,704;0,47417
"8108";"Norge";"51840607";"5184";9;"Gutt";"Kort utdanning";52,66245;0,50591
"8109";"Norge";"51840608";"5184";9;"Gutt";"Høyere utdanning";65,704;1,03773
"8110";"Norge";"51840609";"5184";9;"Gutt";"VGS";42,6371;1,56956
"8111";"Norge";"51840610";"5184";9;"Jente";"VGS";65,704;-0,64104
"8112";"Norge";"51840613";"5184";9;"Gutt";"VGS";37,63793;0,33796
"8113";"Norge";"51840614";"5184";9;"Gutt";"Ungdomsskole";57,13913;-1,98327
"8114";"Norge";"51840615";"5184";9;"Jente";"Høyere utdanning";65,704;0,05055
"8115";"Norge";"51840617";"5184";9;"Jente";"Høyere utdanning";65,704;0,11404
"8116";"Norge";"51840618";"5184";9;"Gutt";"Høyere utdanning";39,20663;-0,3705
"8117";"Norge";"51840621";"5184";9;"Jente";"VGS";37,63793;-0,39288
"8118";"Norge";"51840623";"5184";9;"Gutt";"Ungdomsskole";28,03514;0,08671
"8119";"Norge";"51840624";"5184";9;"Gutt";"VGS";37,63793;0,39461
"8120";"Norge";"51840625";"5184";9;"Jente";"Kort utdanning";65,704;0,47417
"8121";"Norge";"51840626";"5184";9;"Jente";"Høyere utdanning";65,704;0,41818
"8122";"Norge";"51840627";"5184";9;"Jente";"VGS";65,704;-0,59322
"8123";"Norge";"51850102";"5185";9;"Jente";"Høyere utdanning";65,704;0,19867
"8124";"Norge";"51850103";"5185";9;"Gutt";"Høyere utdanning";52,66245;-1,42787
"8125";"Norge";"51850104";"5185";9;"Jente";"Høyere utdanning";65,704;0,50591
"8126";"Norge";"51850105";"5185";9;"Gutt";"VGS";39,20663;-2,21536
"8127";"Norge";"51850106";"5185";9;"Jente";"VGS";49,42491;0,19117
"8128";"Norge";"51850107";"5185";9;"Jente";"Ungdomsskole";65,704;0,08229
"8129";"Norge";"51850108";"5185";9;"Jente";"Kort utdanning";65,704;-0,05765
"8130";"Norge";"51850109";"5185";9;"Jente";"Kort utdanning";65,704;0,89778
"8131";"Norge";"51850110";"5185";9;"Gutt";"Høyere utdanning";37,63793;-2,38626
"8132";"Norge";"51850113";"5185";9;"Gutt";"Kort utdanning";49,42491;0,33421
"8133";"Norge";"51850115";"5185";9;"Gutt";"Kort utdanning";46,81653;0,8418
"8134";"Norge";"51850117";"5185";9;"Jente";"Høyere utdanning";65,704;0,89778
"8135";"Norge";"51850118";"5185";9;"Gutt";"VGS";65,704;0,89778
"8136";"Norge";"51850119";"5185";9;"Gutt";"Kort utdanning";42,6371;-0,6168
"8137";"Norge";"51850120";"5185";9;"Jente";"Høyere utdanning";65,704;1,14969
"8138";"Norge";"51850122";"5185";9;"Gutt";"VGS";37,63793;-1,8559
"8139";"Norge";"51850201";"5185";9;"Jente";"VGS";65,704;-1,17596
"8140";"Norge";"51850202";"5185";9;"Gutt";"VGS";49,42491;-1,71153
"8141";"Norge";"51850203";"5185";9;"Jente";"VGS";65,704;-0,05324
"8142";"Norge";"51850204";"5185";9;"Jente";"Høyere utdanning";62,87645;0,11404
"8143";"Norge";"51850206";"5185";9;"Gutt";"VGS";37,63793;-1,85148
"8144";"Norge";"51850208";"5185";9;"Jente";"Høyere utdanning";65,704;-1,67979
"8145";"Norge";"51850209";"5185";9;"Gutt";"VGS";36,11853;-0,6772
"8146";"Norge";"51850210";"5185";9;"Jente";"Høyere utdanning";65,704;1,00974
"8147";"Norge";"51850211";"5185";9;"Gutt";"Kort utdanning";65,704;-0,5055
"8148";"Norge";"51850213";"5185";9;"Gutt";"Høyere utdanning";52,66245;1,06572
"8149";"Norge";"51850214";"5185";9;"Annet";"Kort utdanning";65,704;0,89778
"8150";"Norge";"51850215";"5185";9;"Jente";"Kort utdanning";65,704;-0,92845
"8151";"Norge";"51850216";"5185";9;"Jente";"Høyere utdanning";65,704;1,17769
"8152";"Norge";"51850217";"5185";9;"Gutt";"VGS";46,81653;0,67385
"8153";"Norge";"51850218";"5185";9;"Gutt";"VGS";42,6371;-0,47685
"8154";"Norge";"51850219";"5185";9;"Gutt";"VGS";37,63793;0,95376
"8155";"Norge";"51850220";"5185";9;"Jente";"VGS";65,704;0,17068
"8156";"Norge";"51850222";"5185";9;"Jente";"Høyere utdanning";65,704;1,17769
"8157";"Norge";"51860201";"5186";9;"Gutt";"Ungdomsskole";37,63793;-0,09314
"8158";"Norge";"51860203";"5186";9;"Gutt";"Kort utdanning";40,85939;-1,01316
"8159";"Norge";"51860205";"5186";9;"Gutt";"Høyere utdanning";63,8905;1,17769
"8160";"Norge";"51860206";"5186";9;"Gutt";"Ungdomsskole";65,704;-0,20135
"8161";"Norge";"51860207";"5186";9;"Jente";"Høyere utdanning";49,42491;-0,17336
"8162";"Norge";"51860208";"5186";9;"Gutt";"Høyere utdanning";33,11239;0,44617
"8163";"Norge";"51860209";"5186";9;"Jente";"Høyere utdanning";65,704;0,27823
"8164";"Norge";"51860211";"5186";9;"Jente";"Kort utdanning";65,704;1,17769
"8165";"Norge";"51860212";"5186";9;"Jente";"Høyere utdanning";65,704;0,72608
"8166";"Norge";"51860213";"5186";9;"Gutt";"Kort utdanning";42,6371;0,75782
"8167";"Norge";"51860214";"5186";9;"Jente";"Høyere utdanning";65,704;0,50591
"8168";"Norge";"51860215";"5186";9;"Jente";"Ungdomsskole";65,704;0,45059
"8169";"Norge";"51860218";"5186";9;"Jente";"VGS";65,704;-0,05765
"8170";"Norge";"51860219";"5186";9;"Jente";"Høyere utdanning";65,704;1,68152
"8171";"Norge";"51860220";"5186";9;"Jente";"Høyere utdanning";65,704;0,64211
"8172";"Norge";"51860221";"5186";9;"Jente";"Kort utdanning";65,704;0,64586
"8173";"Norge";"51860222";"5186";9;"Gutt";"Ungdomsskole";65,704;0,50591
"8174";"Norge";"51860401";"5186";9;"Jente";"Høyere utdanning";65,704;1,03773
"8175";"Norge";"51860402";"5186";9;"Jente";"Høyere utdanning";52,66245;1,06572
"8176";"Norge";"51860403";"5186";9;"Jente";"VGS";65,704;0,8418
"8177";"Norge";"51860405";"5186";9;"Gutt";"Høyere utdanning";37,63793;0,44617
"8178";"Norge";"51860406";"5186";9;"Gutt";"VGS";65,704;0,58613
"8179";"Norge";"51860407";"5186";9;"Gutt";"Høyere utdanning";57,13913;1,56956
"8180";"Norge";"51860409";"5186";9;"Gutt";"Høyere utdanning";40,85939;0,72608
"8181";"Norge";"51860410";"5186";9;"Jente";"Høyere utdanning";65,704;0,14269
"8182";"Norge";"51860411";"5186";9;"Jente";"Høyere utdanning";65,704;-0,16961
"8183";"Norge";"51860412";"5186";9;"Jente";"Høyere utdanning";65,704;0,36595
"8184";"Norge";"51860413";"5186";9;"Gutt";"Høyere utdanning";39,20663;0,19051
"8185";"Norge";"51860414";"5186";9;"Gutt";"Ungdomsskole";49,42491;0,95376
"8186";"Norge";"51860415";"5186";9;"Jente";"Høyere utdanning";50,88429;0,92302
"8187";"Norge";"51860418";"5186";9;"Jente";"Ungdomsskole";65,704;0,3622
"8188";"Norge";"51860419";"5186";9;"Jente";"Ungdomsskole";57,13913;-0,6168
"8189";"Norge";"51860420";"5186";9;"Gutt";"VGS";37,63793;-1,45961
"8190";"Norge";"51860421";"5186";9;"Gutt";"Ungdomsskole";39,20663;1,03773
"8191";"Norge";"51860423";"5186";9;"Gutt";"Kort utdanning";40,85939;-0,08498
"8192";"Norge";"51860424";"5186";9;"Gutt";"Høyere utdanning";42,6371;0,95376
"8193";"Norge";"51860425";"5186";9;"Jente";"Høyere utdanning";46,81653;1,25791
"8194";"Norge";"51860426";"5186";9;"Jente";"Høyere utdanning";65,704;0,19051
