"";"Land";"Elev-ID";"Skole-ID";"Trinn";"Kjønn";"Forventet utdanning";"Likestilling";"Sosioøkonomisk status"
"1";"Spania";"50010201";"5001";8;"Gutt";"Høyere utdanning";34,6202;1,17735
"2";"Spania";"50010202";"5001";8;"Jente";"VGS";52,66245;0,93735
"3";"Spania";"50010205";"5001";8;"Jente";"Høyere utdanning";65,704;0,8122
"4";"Spania";"50010206";"5001";8;"Gutt";"VGS";46,81653;0,79747
"5";"Spania";"50010207";"5001";8;"Gutt";"Høyere utdanning";39,20663;0,13638
"6";"Spania";"50010208";"5001";8;"Gutt";"VGS";49,42491;0,06782
"7";"Spania";"50010209";"5001";8;"Jente";"Høyere utdanning";65,704;-0,31582
"8";"Spania";"50010210";"5001";8;"Jente";"Høyere utdanning";52,66245;0,57663
"9";"Spania";"50010211";"5001";8;"Jente";"Høyere utdanning";39,20663;0,11038
"10";"Spania";"50010212";"5001";8;"Gutt";"Høyere utdanning";42,6371;0,24839
"11";"Spania";"50010213";"5001";8;"Jente";"VGS";65,704;0,17825
"12";"Spania";"50010214";"5001";8;"Gutt";"Kort utdanning";65,704;-1,37739
"13";"Spania";"50010215";"5001";8;"Jente";"VGS";65,704;0,45358
"14";"Spania";"50010216";"5001";8;"Gutt";"VGS";65,704;1,32311
"15";"Spania";"50010217";"5001";8;"Gutt";"Kort utdanning";44,59585;1,1479
"16";"Spania";"50010218";"5001";8;"Jente";"VGS";65,704;1,34814
"17";"Spania";"50010219";"5001";8;"Gutt";"Kort utdanning";34,6202;-0,68097
"18";"Spania";"50010220";"5001";8;"Gutt";"VGS";65,704;-1,01456
"19";"Spania";"50010221";"5001";8;"Jente";"Høyere utdanning";65,704;-1,06462
"20";"Spania";"50010222";"5001";8;"Gutt";"VGS";49,42491;0,65172
"21";"Spania";"50010223";"5001";8;"Gutt";"VGS";65,704;0,76214
"22";"Spania";"50020201";"5002";8;"Gutt";"Høyere utdanning";46,81653;0,21147
"23";"Spania";"50020202";"5002";8;"Jente";"VGS";46,81653;-1,00425
"24";"Spania";"50020203";"5002";8;"Jente";"Ungdomsskole";46,81653;0,03626
"25";"Spania";"50020204";"5002";8;"Jente";"Høyere utdanning";42,6371;1,49832
"26";"Spania";"50020205";"5002";8;"Gutt";"Høyere utdanning";42,6371;0,8019
"27";"Spania";"50020206";"5002";8;"Gutt";"Høyere utdanning";65,704;0,8019
"28";"Spania";"50020207";"5002";8;"Jente";"Kort utdanning";52,66245;-1,98631
"29";"Spania";"50020209";"5002";8;"Gutt";"VGS";65,704;-1,12498
"30";"Spania";"50020210";"5002";8;"Gutt";"Kort utdanning";57,13913;0,41172
"31";"Spania";"50020211";"5002";8;"Gutt";"Høyere utdanning";62,87645;0,25123
"32";"Spania";"50020212";"5002";8;"Jente";"Ungdomsskole";57,13913;0,0449
"33";"Spania";"50020213";"5002";8;"Jente";"Høyere utdanning";52,66245;-1,32522
"34";"Spania";"50020214";"5002";8;"Gutt";"Kort utdanning";65,704;-0,24515
"35";"Spania";"50020215";"5002";8;"Gutt";"VGS";42,6371;-0,91654
"36";"Spania";"50020216";"5002";8;"Gutt";"VGS";39,20663;-1,68595
"37";"Spania";"50020218";"5002";8;"Gutt";"VGS";42,6371;-1,31015
"38";"Spania";"50020219";"5002";8;"Jente";"Høyere utdanning";65,704;0,27626
"39";"Spania";"50030101";"5003";8;"Jente";"VGS";57,13913;-1,40031
"40";"Spania";"50030102";"5003";8;"Gutt";"Ungdomsskole";65,704;-1,292
"41";"Spania";"50030103";"5003";8;"Jente";"Høyere utdanning";65,704;0,23861
"42";"Spania";"50030105";"5003";8;"Jente";"Høyere utdanning";65,704;1,04777
"43";"Spania";"50030106";"5003";8;"Gutt";"VGS";42,6371;0,91443
"44";"Spania";"50030107";"5003";8;"Gutt";"Høyere utdanning";65,704;0,8106
"45";"Spania";"50030108";"5003";8;"Gutt";"Høyere utdanning";65,704;1,34814
"46";"Spania";"50030109";"5003";8;"Jente";"Høyere utdanning";65,704;0,02807
"47";"Spania";"50030110";"5003";8;"Jente";"Høyere utdanning";65,12546;0,00304
"48";"Spania";"50030111";"5003";8;"Jente";"Høyere utdanning";42,6371;0,36165
"49";"Spania";"50030112";"5003";8;"Gutt";"Kort utdanning";52,66245;1,1479
"50";"Spania";"50030113";"5003";8;"Jente";"Høyere utdanning";42,6371;0,564
"51";"Spania";"50030114";"5003";8;"Gutt";"VGS";34,6202;-1,20007
"52";"Spania";"50030115";"5003";8;"Jente";"Høyere utdanning";65,704;-0,43886
"53";"Spania";"50030116";"5003";8;"Gutt";"Høyere utdanning";44,59585;1,84874
"54";"Spania";"50030117";"5003";8;"Jente";"Høyere utdanning";65,704;0,69735
"55";"Spania";"50030119";"5003";8;"Gutt";"Høyere utdanning";39,20663;-0,43066
"56";"Spania";"50030120";"5003";8;"Jente";"Høyere utdanning";65,704;-0,02409
"57";"Spania";"50030121";"5003";8;"Gutt";"Høyere utdanning";57,13913;1,03958
"58";"Spania";"50030123";"5003";8;"Gutt";"Ungdomsskole";46,81653;0,60166
"59";"Spania";"50030124";"5003";8;"Jente";"Kort utdanning";52,66245;0,12608
"60";"Spania";"50030126";"5003";8;"Jente";"Høyere utdanning";65,704;1,09784
"61";"Spania";"50030127";"5003";8;"Gutt";"Høyere utdanning";44,59585;1,49832
"62";"Spania";"50030128";"5003";8;"Jente";"Kort utdanning";65,704;-0,04491
"63";"Spania";"50040201";"5004";8;"Jente";"VGS";65,704;-1,28546
"64";"Spania";"50040202";"5004";8;"Jente";"VGS";65,704;-1,37528
"65";"Spania";"50040203";"5004";8;"Gutt";"VGS";37,63793;-0,95208
"66";"Spania";"50040204";"5004";8;"Jente";"Høyere utdanning";65,704;1,13759
"67";"Spania";"50040205";"5004";8;"Jente";"Høyere utdanning";65,704;-0,01168
"68";"Spania";"50040206";"5004";8;"Gutt";"Kort utdanning";37,63793;-1,01456
"69";"Spania";"50040207";"5004";8;"Jente";"Høyere utdanning";65,704;0,84753
"70";"Spania";"50040208";"5004";8;"Jente";"Høyere utdanning";65,704;1,74515
"71";"Spania";"50040210";"5004";8;"Jente";"Høyere utdanning";65,704;0,02807
"72";"Spania";"50040211";"5004";8;"Gutt";"Ungdomsskole";65,704;0,23197
"73";"Spania";"50040212";"5004";8;"Gutt";"VGS";40,85939;0,34526
"74";"Spania";"50040213";"5004";8;"Gutt";"VGS";65,704;-0,22223
"75";"Spania";"50040214";"5004";8;"Gutt";"VGS";52,66245;-0,50365
"76";"Spania";"50040217";"5004";8;"Jente";"Høyere utdanning";65,704;-0,63091
"77";"Spania";"50040218";"5004";8;"Gutt";"Kort utdanning";57,13913;-0,52868
"78";"Spania";"50040219";"5004";8;"Jente";"VGS";65,704;0,92262
"79";"Spania";"50040220";"5004";8;"Gutt";"Kort utdanning";40,85939;-0,98953
"80";"Spania";"50040221";"5004";8;"Jente";"Kort utdanning";65,704;-0,50576
"81";"Spania";"50040222";"5004";8;"Jente";"VGS";65,704;-0,04491
"82";"Spania";"50040223";"5004";8;"Gutt";"VGS";43,14909;1,23772
"83";"Spania";"50040224";"5004";8;"Jente";"Kort utdanning";37,63793;-0,3806
"84";"Spania";"50040225";"5004";8;"Jente";"Høyere utdanning";65,704;0,10105
"85";"Spania";"50040226";"5004";8;"Jente";"Høyere utdanning";65,704;-0,73314
"86";"Spania";"50050701";"5005";8;"Jente";"VGS";65,704;-0,91654
"87";"Spania";"50050702";"5005";8;"Jente";"VGS";65,704;-1,68595
"88";"Spania";"50050704";"5005";8;"Gutt";"Kort utdanning";65,704;-1,47751
"89";"Spania";"50050705";"5005";8;"Jente";"Høyere utdanning";34,8622;-0,60798
"90";"Spania";"50050706";"5005";8;"Jente";"VGS";37,63793;0,19298
"91";"Spania";"50050707";"5005";8;"Jente";"Høyere utdanning";65,704;-2,10726
"92";"Spania";"50050708";"5005";8;"Gutt";"Ungdomsskole";37,63793;-0,25545
"93";"Spania";"50050709";"5005";8;"Jente";"VGS";44,59585;-1,8111
"94";"Spania";"50050710";"5005";8;"Jente";"VGS";55,03404;-0,42413
"95";"Spania";"50050711";"5005";8;"Jente";"Høyere utdanning";46,81653;-1,63589
"96";"Spania";"50050712";"5005";8;"Jente";"Kort utdanning";55,03404;-1,14182
"97";"Spania";"50050713";"5005";8;"Gutt";"Høyere utdanning";49,42491;0,96238
"98";"Spania";"50050714";"5005";8;"Gutt";"Høyere utdanning";46,81653;0,28656
"99";"Spania";"50050716";"5005";8;"Gutt";"Høyere utdanning";34,6202;-0,91654
"100";"Spania";"50050717";"5005";8;"Gutt";"VGS";46,81653;-1,17504
"101";"Spania";"50050718";"5005";8;"Gutt";"VGS";49,42491;-1,37739
"102";"Spania";"50050719";"5005";8;"Jente";"Ungdomsskole";37,63793;-0,77666
"103";"Spania";"50050720";"5005";8;"Jente";"VGS";37,63793;-1,39001
"104";"Spania";"50050721";"5005";8;"Jente";"Høyere utdanning";52,66245;-0,99163
"105";"Spania";"50050722";"5005";8;"Jente";"Høyere utdanning";65,704;0,37849
"106";"Spania";"50050723";"5005";8;"Jente";"Høyere utdanning";65,704;-0,78928
"107";"Spania";"50050724";"5005";8;"Jente";"VGS";57,13913;0,27626
"108";"Spania";"50050725";"5005";8;"Jente";"Høyere utdanning";65,704;-0,06385
"109";"Spania";"50050726";"5005";8;"Gutt";"Høyere utdanning";65,704;-1,08965
"110";"Spania";"50050727";"5005";8;"Jente";"VGS";44,59585;-0,50365
"111";"Spania";"50050728";"5005";8;"Gutt";"VGS";40,85939;-1,27516
"112";"Spania";"50050729";"5005";8;"Gutt";"VGS";65,704;-1,77577
"113";"Spania";"50050730";"5005";8;"Jente";"VGS";42,6371;-0,57874
"114";"Spania";"50060101";"5006";8;"Jente";"Ungdomsskole";65,704;-1,08965
"115";"Spania";"50060102";"5006";8;"Jente";"Høyere utdanning";52,66245;0,98741
"116";"Spania";"50060103";"5006";8;"Jente";"Høyere utdanning";65,704;0,98741
"117";"Spania";"50060104";"5006";8;"Jente";"VGS";65,704;1,1479
"118";"Spania";"50060105";"5006";8;"Gutt";"Kort utdanning";39,20663;-0,09708
"119";"Spania";"50060106";"5006";8;"Jente";"Høyere utdanning";65,704;1,49832
"120";"Spania";"50060107";"5006";8;"Jente";"Høyere utdanning";65,704;0,31813
"121";"Spania";"50060108";"5006";8;"Jente";"Ungdomsskole";40,85939;-1,05074
"122";"Spania";"50060111";"5006";8;"Jente";"Høyere utdanning";52,66245;0,98952
"123";"Spania";"50060112";"5006";8;"Jente";"Høyere utdanning";65,704;-0,02629
"124";"Spania";"50060113";"5006";8;"Gutt";"Høyere utdanning";46,81653;-0,24936
"125";"Spania";"50060114";"5006";8;"Jente";"Høyere utdanning";65,704;-0,38271
"126";"Spania";"50060115";"5006";8;"Jente";"VGS";65,704;-1,72345
"127";"Spania";"50060116";"5006";8;"Jente";"Høyere utdanning";52,66245;1,62347
"128";"Spania";"50060117";"5006";8;"Gutt";"Høyere utdanning";57,13913;0,84753
"129";"Spania";"50060118";"5006";8;"Jente";"Høyere utdanning";65,704;1,52335
"130";"Spania";"50060119";"5006";8;"Jente";"Ungdomsskole";65,704;0,98741
"131";"Spania";"50060120";"5006";8;"Jente";"Ungdomsskole";42,6371;0,11346
"132";"Spania";"50060121";"5006";8;"Jente";"Høyere utdanning";65,704;-0,81431
"133";"Spania";"50060122";"5006";8;"Jente";"Høyere utdanning";57,13913;0,36165
"134";"Spania";"50060123";"5006";8;"Gutt";"Høyere utdanning";37,63793;0,32843
"135";"Spania";"50060124";"5006";8;"Gutt";"Kort utdanning";49,42491;0,88632
"136";"Spania";"50060125";"5006";8;"Jente";"Høyere utdanning";65,704;0,36165
"137";"Spania";"50070201";"5007";8;"Gutt";"VGS";44,59585;-0,86648
"138";"Spania";"50070202";"5007";8;"Gutt";"Høyere utdanning";65,704;0,35346
"139";"Spania";"50070203";"5007";8;"Gutt";"VGS";42,6371;-0,73103
"140";"Spania";"50070204";"5007";8;"Jente";"VGS";65,704;0,48072
"141";"Spania";"50070205";"5007";8;"Gutt";"Høyere utdanning";40,85939;-0,24936
"142";"Spania";"50070206";"5007";8;"Jente";"Høyere utdanning";65,704;0,8122
"143";"Spania";"50070207";"5007";8;"Jente";"VGS";65,704;0,16352
"144";"Spania";"50070208";"5007";8;"Jente";"Ungdomsskole";65,704;-0,48892
"145";"Spania";"50070209";"5007";8;"Jente";"Høyere utdanning";65,704;-1,11468
"146";"Spania";"50070210";"5007";8;"Jente";"Høyere utdanning";65,704;1,74862
"147";"Spania";"50070211";"5007";8;"Jente";"Høyere utdanning";65,704;0,57873
"148";"Spania";"50070212";"5007";8;"Jente";"VGS";65,704;-0,22433
"149";"Spania";"50070213";"5007";8;"Jente";"Høyere utdanning";65,704;1,03747
"150";"Spania";"50070214";"5007";8;"Jente";"VGS";57,13913;0,57663
"151";"Spania";"50070216";"5007";8;"Gutt";"Høyere utdanning";49,42491;0,58084
"152";"Spania";"50070217";"5007";8;"Jente";"Kort utdanning";49,42491;1,17946
"153";"Spania";"50070218";"5007";8;"Gutt";"VGS";52,66245;1,62347
"154";"Spania";"50070219";"5007";8;"Jente";"Høyere utdanning";65,704;1,11467
"155";"Spania";"50070220";"5007";8;"Gutt";"Høyere utdanning";65,704;-0,40563
"156";"Spania";"50070221";"5007";8;"Jente";"Høyere utdanning";65,704;-0,60377
"157";"Spania";"50070222";"5007";8;"Gutt";"Ungdomsskole";65,704;-0,97922
"158";"Spania";"50070223";"5007";8;"Jente";"Høyere utdanning";65,704;1,62347
"159";"Spania";"50070224";"5007";8;"Jente";"Høyere utdanning";65,704;1,11256
"160";"Spania";"50070225";"5007";8;"Jente";"VGS";49,42491;0,45569
"161";"Spania";"50080201";"5008";8;"Gutt";"Høyere utdanning";46,81653;1,34814
"162";"Spania";"50080202";"5008";8;"Jente";"Høyere utdanning";65,704;1,3982
"163";"Spania";"50080203";"5008";8;"Jente";"Høyere utdanning";52,66245;1,47329
"164";"Spania";"50080204";"5008";8;"Gutt";"Høyere utdanning";65,704;1,49832
"165";"Spania";"50080205";"5008";8;"Jente";"Høyere utdanning";49,42491;1,08753
"166";"Spania";"50080206";"5008";8;"Gutt";"Høyere utdanning";65,704;1,52335
"167";"Spania";"50080208";"5008";8;"Jente";"Høyere utdanning";65,704;1,42323
"168";"Spania";"50080209";"5008";8;"Gutt";"Høyere utdanning";37,63793;0,70178
"169";"Spania";"50080210";"5008";8;"Gutt";"Høyere utdanning";65,704;1,49832
"170";"Spania";"50080212";"5008";8;"Gutt";"Høyere utdanning";37,63793;0,3506
"171";"Spania";"50080214";"5008";8;"Jente";"Høyere utdanning";57,13913;1,49832
"172";"Spania";"50080215";"5008";8;"Jente";"Høyere utdanning";65,704;0,07602
"173";"Spania";"50080216";"5008";8;"Gutt";"Høyere utdanning";65,704;1,46299
"174";"Spania";"50080217";"5008";8;"Jente";"VGS";65,704;0,37029
"175";"Spania";"50080218";"5008";8;"Jente";"Høyere utdanning";65,704;0,60166
"176";"Spania";"50080219";"5008";8;"Gutt";"Høyere utdanning";44,59585;1,32311
"177";"Spania";"50080220";"5008";8;"Jente";"Ungdomsskole";52,66245;-0,21569
"178";"Spania";"50080221";"5008";8;"Gutt";"Høyere utdanning";65,704;1,07281
"179";"Spania";"50080222";"5008";8;"Gutt";"Høyere utdanning";65,704;1,08753
"180";"Spania";"50080224";"5008";8;"Gutt";"Høyere utdanning";42,6371;1,32311
"181";"Spania";"50090202";"5009";8;"Gutt";"VGS";52,66245;0,08466
"182";"Spania";"50090203";"5009";8;"Gutt";"Ungdomsskole";36,7728;-0,61009
"183";"Spania";"50090204";"5009";8;"Gutt";"VGS";65,704;-1,24404
"184";"Spania";"50090205";"5009";8;"Jente";"Kort utdanning";57,13913;1,27381
"185";"Spania";"50090207";"5009";8;"Gutt";"VGS";42,6371;-1,71537
"186";"Spania";"50090208";"5009";8;"Gutt";"VGS";49,42491;-1,17504
"187";"Spania";"50090209";"5009";8;"Jente";"Høyere utdanning";65,704;-1,27727
"188";"Spania";"50090210";"5009";8;"Gutt";"Høyere utdanning";65,704;-0,75606
"189";"Spania";"50090211";"5009";8;"Gutt";"Kort utdanning";49,42491;-0,40774
"190";"Spania";"50090212";"5009";8;"Gutt";"Kort utdanning";57,13913;-0,91654
"191";"Spania";"50090213";"5009";8;"Jente";"Kort utdanning";65,704;-0,29732
"192";"Spania";"50090216";"5009";8;"Jente";"VGS";42,6371;-0,89151
"193";"Spania";"50090217";"5009";8;"Jente";"Høyere utdanning";49,42491;-1,4754
"194";"Spania";"50090218";"5009";8;"Jente";"Høyere utdanning";57,13913;1,47329
"195";"Spania";"50090219";"5009";8;"Jente";"Høyere utdanning";65,704;-0,07205
"196";"Spania";"50090220";"5009";8;"Gutt";"VGS";39,20663;-1,76104
"197";"Spania";"50090221";"5009";8;"Gutt";"VGS";46,81653;-0,15533
"198";"Spania";"50100101";"5010";8;"Jente";"Kort utdanning";65,704;1,34814
"199";"Spania";"50100102";"5010";8;"Gutt";"VGS";46,25673;-1,07703
"200";"Spania";"50100103";"5010";8;"Gutt";"Kort utdanning";39,20663;0,93946
"201";"Spania";"50100104";"5010";8;"Gutt";"VGS";36,11853;1,3982
"202";"Spania";"50100105";"5010";8;"Jente";"VGS";65,704;0,75605
"203";"Spania";"50100106";"5010";8;"Gutt";"Høyere utdanning";49,42491;1,03747
"204";"Spania";"50100107";"5010";8;"Jente";"Høyere utdanning";65,704;0,71208
"205";"Spania";"50100108";"5010";8;"Gutt";"VGS";65,704;0,45616
"206";"Spania";"50100109";"5010";8;"Jente";"Kort utdanning";57,13913;0,70388
"207";"Spania";"50100110";"5010";8;"Jente";"VGS";65,704;0,06993
"208";"Spania";"50100111";"5010";8;"Jente";"Ungdomsskole";37,63793;0,17614
"209";"Spania";"50100113";"5010";8;"Gutt";"VGS";57,13913;-0,07415
"210";"Spania";"50100115";"5010";8;"Annet";"Ungdomsskole";65,704;0,15111
"211";"Spania";"50100116";"5010";8;"Jente";"Ungdomsskole";42,6371;0,04003
"212";"Spania";"50100117";"5010";8;"Gutt";"Høyere utdanning";65,704;0,15322
"213";"Spania";"50100119";"5010";8;"Jente";"Høyere utdanning";65,704;0,51394
"214";"Spania";"50100120";"5010";8;"Jente";"Høyere utdanning";49,42491;1,22299
"215";"Spania";"50100121";"5010";8;"Jente";"Høyere utdanning";65,704;1,56311
"216";"Spania";"50100122";"5010";8;"Gutt";"Kort utdanning";65,704;1,37317
"217";"Spania";"50100123";"5010";8;"Jente";"VGS";65,704;0,66202
"218";"Spania";"50100124";"5010";8;"Jente";"Høyere utdanning";65,704;0,60166
"219";"Spania";"50100125";"5010";8;"Jente";"VGS";65,704;0,17614
"220";"Spania";"50100126";"5010";8;"Gutt";"Kort utdanning";52,66245;-0,24936
"221";"Spania";"50100127";"5010";8;"Jente";"Høyere utdanning";37,63793;-1,45037
"222";"Spania";"50100128";"5010";8;"Gutt";"Kort utdanning";40,85939;-0,43886
"223";"Spania";"50110201";"5011";8;"Gutt";"VGS";65,704;-0,34085
"224";"Spania";"50110203";"5011";8;"Jente";"VGS";65,704;0,58084
"225";"Spania";"50110204";"5011";8;"Gutt";"VGS";52,66245;-1,25013
"226";"Spania";"50110205";"5011";8;"Annet";"Kort utdanning";65,704;-1,30019
"227";"Spania";"50110206";"5011";8;"Jente";"VGS";65,704;-1,39001
"228";"Spania";"50110207";"5011";8;"Jente";"Høyere utdanning";65,704;-0,14714
"229";"Spania";"50110208";"5011";8;"Jente";"Høyere utdanning";65,704;-0,06994
"230";"Spania";"50110210";"5011";8;"Gutt";"Kort utdanning";49,42491;0,43675
"231";"Spania";"50110212";"5011";8;"Gutt";"Høyere utdanning";52,66245;1,04777
"232";"Spania";"50110213";"5011";8;"Jente";"Høyere utdanning";52,66245;0,38668
"233";"Spania";"50110214";"5011";8;"Gutt";"VGS";65,704;-0,53898
"234";"Spania";"50110216";"5011";8;"Jente";"Høyere utdanning";65,704;0,46388
"235";"Spania";"50110217";"5011";8;"Gutt";"Kort utdanning";37,63793;-0,27229
"236";"Spania";"50110219";"5011";8;"Jente";"Kort utdanning";65,704;-0,02199
"237";"Spania";"50110220";"5011";8;"Jente";"VGS";65,704;-0,40353
"238";"Spania";"50110223";"5011";8;"Gutt";"VGS";49,42491;0,28656
"239";"Spania";"50110225";"5011";8;"Jente";"Kort utdanning";65,704;0,16352
"240";"Spania";"50110226";"5011";8;"Annet";"Høyere utdanning";46,81653;-0,47862
"241";"Spania";"50110227";"5011";8;"Jente";"Høyere utdanning";49,42491;-0,98953
"242";"Spania";"50110228";"5011";8;"Gutt";"Kort utdanning";65,704;-0,93504
"243";"Spania";"50110229";"5011";8;"Jente";"Høyere utdanning";65,704;0,60587
"244";"Spania";"50110232";"5011";8;"Gutt";"VGS";44,59585;-1,52547
"245";"Spania";"50110233";"5011";8;"Gutt";"Høyere utdanning";57,13913;-0,7245
"246";"Spania";"50120101";"5012";8;"Jente";"VGS";65,704;-0,54109
"247";"Spania";"50120102";"5012";8;"Jente";"Høyere utdanning";42,6371;-0,48283
"248";"Spania";"50120103";"5012";8;"Gutt";"Kort utdanning";39,20663;0,00304
"249";"Spania";"50120105";"5012";8;"Gutt";"Kort utdanning";36,11853;-0,00726
"250";"Spania";"50120106";"5012";8;"Jente";"Høyere utdanning";37,63793;-0,07205
"251";"Spania";"50120107";"5012";8;"Jente";"Høyere utdanning";52,66245;0,54717
"252";"Spania";"50120109";"5012";8;"Gutt";"Høyere utdanning";52,66245;-0,28259
"253";"Spania";"50120110";"5012";8;"Gutt";"VGS";57,13913;-0,14714
"254";"Spania";"50120111";"5012";8;"Jente";"VGS";44,59585;-0,81642
"255";"Spania";"50120112";"5012";8;"Jente";"Høyere utdanning";57,13913;0,98741
"256";"Spania";"50120113";"5012";8;"Gutt";"Høyere utdanning";42,6371;0,98952
"257";"Spania";"50120114";"5012";8;"Jente";"Høyere utdanning";65,704;-0,52868
"258";"Spania";"50120115";"5012";8;"Gutt";"Høyere utdanning";65,704;1,07723
"259";"Spania";"50120116";"5012";8;"Gutt";"Høyere utdanning";57,13913;0,564
"260";"Spania";"50120117";"5012";8;"Gutt";"Høyere utdanning";46,81653;0,51184
"261";"Spania";"50120118";"5012";8;"Jente";"Høyere utdanning";33,11239;0,32632
"262";"Spania";"50120119";"5012";8;"Gutt";"Høyere utdanning";44,59585;1,34814
"263";"Spania";"50120120";"5012";8;"Jente";"Høyere utdanning";42,6371;-0,06994
"264";"Spania";"50120121";"5012";8;"Jente";"Høyere utdanning";52,66245;-0,88941
"265";"Spania";"50120122";"5012";8;"Gutt";"Høyere utdanning";52,66245;0,62226
"266";"Spania";"50120123";"5012";8;"Jente";"Høyere utdanning";40,85939;-0,40353
"267";"Spania";"50120124";"5012";8;"Gutt";"Kort utdanning";57,13913;-1,52547
"268";"Spania";"50120125";"5012";8;"Gutt";"VGS";39,20663;-1,75074
"269";"Spania";"50120126";"5012";8;"Jente";"Høyere utdanning";65,704;1,09784
"270";"Spania";"50120127";"5012";8;"Gutt";"Ungdomsskole";46,81653;0,44705
"271";"Spania";"50120128";"5012";8;"Gutt";"Kort utdanning";42,6371;0,36165
"272";"Spania";"50120129";"5012";8;"Gutt";"Høyere utdanning";65,704;0,65382
"273";"Spania";"50120131";"5012";8;"Gutt";"VGS";65,704;-0,50576
"274";"Spania";"50130101";"5013";8;"Jente";"Høyere utdanning";65,704;1,49832
"275";"Spania";"50130102";"5013";8;"Jente";"Høyere utdanning";65,704;0,53897
"276";"Spania";"50130103";"5013";8;"Gutt";"Høyere utdanning";49,42491;0,77244
"277";"Spania";"50130104";"5013";8;"Jente";"Høyere utdanning";65,704;1,57341
"278";"Spania";"50130105";"5013";8;"Gutt";"Kort utdanning";44,59585;-1,03959
"279";"Spania";"50130106";"5013";8;"Jente";"VGS";52,66245;0,3034
"280";"Spania";"50130107";"5013";8;"Gutt";"Høyere utdanning";65,704;0,66202
"281";"Spania";"50130108";"5013";8;"Gutt";"VGS";49,42491;0,17825
"282";"Spania";"50130109";"5013";8;"Gutt";"Høyere utdanning";65,704;1,57341
"283";"Spania";"50130110";"5013";8;"Jente";"Høyere utdanning";65,704;1,94887
"284";"Spania";"50130111";"5013";8;"Jente";"Høyere utdanning";65,704;0,08023
"285";"Spania";"50130112";"5013";8;"Jente";"Høyere utdanning";65,704;1,1479
"286";"Spania";"50130113";"5013";8;"Gutt";"Høyere utdanning";49,42491;1,49832
"287";"Spania";"50130114";"5013";8;"Gutt";"Høyere utdanning";57,13913;0,27626
"288";"Spania";"50130115";"5013";8;"Jente";"Høyere utdanning";65,704;0,13638
"289";"Spania";"50130116";"5013";8;"Jente";"Ungdomsskole";57,13913;1,29808
"290";"Spania";"50130117";"5013";8;"Jente";"Høyere utdanning";57,13913;0,51184
"291";"Spania";"50130118";"5013";8;"Gutt";"Høyere utdanning";49,42491;0,67835
"292";"Spania";"50130119";"5013";8;"Gutt";"Kort utdanning";49,42491;0,804
"293";"Spania";"50130120";"5013";8;"Gutt";"Høyere utdanning";57,13913;0,07602
"294";"Spania";"50130121";"5013";8;"Annet";"VGS";65,704;1,57341
"295";"Spania";"50130122";"5013";8;"Jente";"Høyere utdanning";65,704;1,62347
"296";"Spania";"50130123";"5013";8;"Gutt";"Høyere utdanning";65,704;-0,93947
"297";"Spania";"50130125";"5013";8;"Gutt";"Kort utdanning";65,704;1,32311
"298";"Spania";"50130126";"5013";8;"Jente";"Høyere utdanning";65,704;-0,02199
"299";"Spania";"50130127";"5013";8;"Jente";"VGS";46,81653;-1,58583
"300";"Spania";"50130128";"5013";8;"Jente";"Høyere utdanning";65,704;0,8019
"301";"Spania";"50130129";"5013";8;"Gutt";"Høyere utdanning";52,66245;1,94887
"302";"Spania";"50130130";"5013";8;"Jente";"VGS";65,704;-0,94157
"303";"Spania";"50130132";"5013";8;"Jente";"Høyere utdanning";65,704;1,94887
"304";"Spania";"50140202";"5014";8;"Jente";"VGS";65,704;0,38668
"305";"Spania";"50140203";"5014";8;"Gutt";"Høyere utdanning";42,6371;-0,7245
"306";"Spania";"50140204";"5014";8;"Gutt";"Høyere utdanning";57,13913;0,00304
"307";"Spania";"50140205";"5014";8;"Jente";"Høyere utdanning";49,42491;-0,12211
"308";"Spania";"50140206";"5014";8;"Jente";"Høyere utdanning";65,704;-0,23696
"309";"Spania";"50140207";"5014";8;"Gutt";"Kort utdanning";52,66245;-0,38919
"310";"Spania";"50140208";"5014";8;"Gutt";"Kort utdanning";65,704;0,41382
"311";"Spania";"50140209";"5014";8;"Gutt";"Høyere utdanning";57,13913;1,18157
"312";"Spania";"50140210";"5014";8;"Jente";"Ungdomsskole";49,42491;-1,30019
"313";"Spania";"50140211";"5014";8;"Gutt";"Kort utdanning";46,81653;-0,86438
"314";"Spania";"50140215";"5014";8;"Gutt";"Høyere utdanning";65,704;-0,37241
"315";"Spania";"50140216";"5014";8;"Jente";"VGS";57,13913;-0,10527
"316";"Spania";"50140217";"5014";8;"Jente";"Høyere utdanning";65,704;-0,63091
"317";"Spania";"50140219";"5014";8;"Jente";"Høyere utdanning";52,66245;0,98741
"318";"Spania";"50140221";"5014";8;"Gutt";"Høyere utdanning";49,42491;1,11256
"319";"Spania";"50140222";"5014";8;"Jente";"Høyere utdanning";65,704;0,68705
"320";"Spania";"50140223";"5014";8;"Gutt";"Kort utdanning";42,6371;-1,04169
"321";"Spania";"50140225";"5014";8;"Gutt";"Høyere utdanning";37,63793;1,94887
"322";"Spania";"50140227";"5014";8;"Gutt";"VGS";42,6371;-1,88619
"323";"Spania";"50140228";"5014";8;"Gutt";"Kort utdanning";56,33136;-1,66092
"324";"Spania";"50140229";"5014";8;"Jente";"Høyere utdanning";49,42491;-0,64121
